Game,Player,Stat Type,Point Total,Over/Under,American Odds
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,14.5,Over,-350
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,15.5,Over,-300
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,16.5,Over,-235
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,22.5,Under,-235
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,23.5,Under,-300
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,24.5,Under,-360
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,25.5,Under,-470
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,26.5,Under,-600
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points,27.5,Under,-750
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,16.5,Over,-1100
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,17.5,Over,-750
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,18.5,Over,-600
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,19.5,Over,-440
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,20.5,Over,-340
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,21.5,Over,-275
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,22.5,Over,-225
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,28.5,Under,-210
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,29.5,Under,-250
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,30.5,Under,-310
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,31.5,Under,-400
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,32.5,Under,-470
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,33.5,Under,-600
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,34.5,Under,-750
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,points_rebounds,35.5,Under,-1000
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,rebounds,3.5,Over,-600
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,rebounds,3.5,Over,-700
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,rebounds,4.5,Over,-300
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,rebounds,7.5,Under,-320
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,rebounds,8.5,Under,-650
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,threes,0.5,Over,-650
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,threes,0.5,Over,-750
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,threes,2.5,Under,-260
Indiana Pacers vs. Miami Heat,Bennedict Mathurin,threes,3.5,Under,-750
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,3.5,Over,-900
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,4.5,Over,-470
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,5.5,Over,-310
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,6.5,Over,-210
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,10.5,Under,-270
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,11.5,Under,-360
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points,12.5,Under,-550
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,6.5,Over,-900
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,7.5,Over,-600
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,8.5,Over,-400
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,9.5,Over,-280
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,10.5,Over,-200
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,14.5,Under,-230
Indiana Pacers vs. Miami Heat,Haywood Highsmith,points_rebounds,15.5,Under,-310
Indiana Pacers vs. Miami Heat,Haywood Highsmith,rebounds,2.5,Over,-390
Indiana Pacers vs. Miami Heat,Haywood Highsmith,rebounds,5.5,Under,-400
Indiana Pacers vs. Miami Heat,Haywood Highsmith,rebounds,6.5,Under,-900
Indiana Pacers vs. Miami Heat,Myles Turner,blocks,0.5,Over,-650
Indiana Pacers vs. Miami Heat,Myles Turner,points,9.5,Over,-650
Indiana Pacers vs. Miami Heat,Myles Turner,points,9.5,Over,-750
Indiana Pacers vs. Miami Heat,Myles Turner,points,10.5,Over,-550
Indiana Pacers vs. Miami Heat,Myles Turner,points,11.5,Over,-400
Indiana Pacers vs. Miami Heat,Myles Turner,points,12.5,Over,-300
Indiana Pacers vs. Miami Heat,Myles Turner,points,13.5,Over,-225
Indiana Pacers vs. Miami Heat,Myles Turner,points,18.5,Under,-210
Indiana Pacers vs. Miami Heat,Myles Turner,points,19.5,Under,-270
Indiana Pacers vs. Miami Heat,Myles Turner,points,20.5,Under,-330
Indiana Pacers vs. Miami Heat,Myles Turner,points,21.5,Under,-440
Indiana Pacers vs. Miami Heat,Myles Turner,points,22.5,Under,-580
Indiana Pacers vs. Miami Heat,Myles Turner,points,23.5,Under,-750
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,15.5,Over,-900
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,16.5,Over,-670
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,17.5,Over,-520
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,18.5,Over,-400
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,19.5,Over,-320
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,20.5,Over,-250
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,21.5,Over,-200
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,27.5,Under,-215
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,28.5,Under,-265
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,29.5,Under,-330
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,30.5,Under,-400
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,31.5,Under,-500
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,32.5,Under,-650
Indiana Pacers vs. Miami Heat,Myles Turner,points_rebounds,33.5,Under,-800
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,4.5,Over,-1100
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,5.5,Over,-470
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,5.5,Over,-410
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,6.5,Over,-245
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,9.5,Under,-245
Indiana Pacers vs. Miami Heat,Myles Turner,rebounds,10.5,Under,-420
Indiana Pacers vs. Miami Heat,Myles Turner,threes,0.5,Over,-650
Indiana Pacers vs. Miami Heat,Myles Turner,threes,0.5,Over,-750
Indiana Pacers vs. Miami Heat,Myles Turner,threes,2.5,Under,-260
Indiana Pacers vs. Miami Heat,Myles Turner,threes,3.5,Under,-800
Indiana Pacers vs. Miami Heat,Pascal Siakam,assists,1.5,Over,-800
Indiana Pacers vs. Miami Heat,Pascal Siakam,assists,1.5,Over,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,assists,2.5,Over,-250
Indiana Pacers vs. Miami Heat,Pascal Siakam,assists,4.5,Under,-310
Indiana Pacers vs. Miami Heat,Pascal Siakam,assists,5.5,Under,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,12.5,Over,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,13.5,Over,-650
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,14.5,Over,-410
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,14.5,Over,-470
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,15.5,Over,-350
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,16.5,Over,-275
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,17.5,Over,-215
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,22.5,Under,-205
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,23.5,Under,-260
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,24.5,Under,-320
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,25.5,Under,-400
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,26.5,Under,-500
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,27.5,Under,-670
Indiana Pacers vs. Miami Heat,Pascal Siakam,points,28.5,Under,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,15.5,Over,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,16.5,Over,-670
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,17.5,Over,-490
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,18.5,Over,-400
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,19.5,Over,-310
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,20.5,Over,-240
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,26.5,Under,-215
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,27.5,Under,-270
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,28.5,Under,-320
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,29.5,Under,-420
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,30.5,Under,-550
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,31.5,Under,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_assists,32.5,Under,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,18.5,Over,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,19.5,Over,-670
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,20.5,Over,-550
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,21.5,Over,-420
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,22.5,Over,-320
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,23.5,Over,-260
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,24.5,Over,-215
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,30.5,Under,-210
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,31.5,Under,-250
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,32.5,Under,-310
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,33.5,Under,-380
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,34.5,Under,-470
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,35.5,Under,-600
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,36.5,Under,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds,37.5,Under,-900
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,21.5,Over,-1100
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,22.5,Over,-750
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,23.5,Over,-550
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,24.5,Over,-440
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,25.5,Over,-340
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,26.5,Over,-280
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,27.5,Over,-235
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,34.5,Under,-220
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,35.5,Under,-260
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,36.5,Under,-320
Indiana Pacers vs. Miami Heat,Pascal Siakam,points_rebounds_assists,37.5,Under,-390
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,4.5,Over,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,5.5,Over,-320
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,5.5,Over,-290
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,8.5,Under,-260
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,9.5,Under,-390
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds,10.5,Under,-700
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds_assists,7.5,Over,-600
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds_assists,8.5,Over,-330
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds_assists,9.5,Over,-205
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds_assists,12.5,Under,-260
Indiana Pacers vs. Miami Heat,Pascal Siakam,rebounds_assists,13.5,Under,-400
Indiana Pacers vs. Miami Heat,Pascal Siakam,threes,0.5,Over,-470
Indiana Pacers vs. Miami Heat,Pascal Siakam,threes,0.5,Over,-420
Indiana Pacers vs. Miami Heat,Pascal Siakam,threes,2.5,Under,-420
Indiana Pacers vs. Miami Heat,Terry Rozier,assists,2.5,Over,-470
Indiana Pacers vs. Miami Heat,Terry Rozier,assists,5.5,Under,-310
Indiana Pacers vs. Miami Heat,Terry Rozier,assists,6.5,Under,-650
Indiana Pacers vs. Miami Heat,Terry Rozier,points,8.5,Over,-600
Indiana Pacers vs. Miami Heat,Terry Rozier,points,9.5,Over,-420
Indiana Pacers vs. Miami Heat,Terry Rozier,points,9.5,Over,-380
Indiana Pacers vs. Miami Heat,Terry Rozier,points,10.5,Over,-300
Indiana Pacers vs. Miami Heat,Terry Rozier,points,11.5,Over,-225
Indiana Pacers vs. Miami Heat,Terry Rozier,points,16.5,Under,-220
Indiana Pacers vs. Miami Heat,Terry Rozier,points,17.5,Under,-290
Indiana Pacers vs. Miami Heat,Terry Rozier,points,18.5,Under,-380
Indiana Pacers vs. Miami Heat,Terry Rozier,points,19.5,Under,-490
Indiana Pacers vs. Miami Heat,Terry Rozier,points,20.5,Under,-650
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,11.5,Over,-850
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,12.5,Over,-580
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,13.5,Over,-420
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,14.5,Over,-320
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,15.5,Over,-245
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,21.5,Under,-245
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,22.5,Under,-310
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,23.5,Under,-380
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,24.5,Under,-470
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,25.5,Under,-600
Indiana Pacers vs. Miami Heat,Terry Rozier,points_assists,26.5,Under,-850
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,10.5,Over,-1000
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,11.5,Over,-670
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,12.5,Over,-470
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,13.5,Over,-360
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,14.5,Over,-270
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,15.5,Over,-210
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,20.5,Under,-210
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,21.5,Under,-270
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,22.5,Under,-330
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,23.5,Under,-420
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds,24.5,Under,-580
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,14.5,Over,-900
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,15.5,Over,-650
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,16.5,Over,-470
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,17.5,Over,-350
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,18.5,Over,-280
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,19.5,Over,-220
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,25.5,Under,-230
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,26.5,Under,-275
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,27.5,Under,-340
Indiana Pacers vs. Miami Heat,Terry Rozier,points_rebounds_assists,28.5,Under,-420
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds,2.5,Over,-350
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds,4.5,Under,-215
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds,5.5,Under,-470
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds_assists,5.5,Over,-550
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds_assists,6.5,Over,-280
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds_assists,9.5,Under,-240
Indiana Pacers vs. Miami Heat,Terry Rozier,rebounds_assists,10.5,Under,-400
Indiana Pacers vs. Miami Heat,Terry Rozier,threes,0.5,Over,-600
Indiana Pacers vs. Miami Heat,Terry Rozier,threes,0.5,Over,-700
Indiana Pacers vs. Miami Heat,Terry Rozier,threes,2.5,Under,-260
Indiana Pacers vs. Miami Heat,Terry Rozier,threes,3.5,Under,-800
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,3.5,Over,-470
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,3.5,Over,-410
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,4.5,Over,-215
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,6.5,Under,-250
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,7.5,Under,-470
Indiana Pacers vs. Miami Heat,Tyler Herro,assists,8.5,Under,-1100
Indiana Pacers vs. Miami Heat,Tyler Herro,points,14.5,Over,-800
Indiana Pacers vs. Miami Heat,Tyler Herro,points,15.5,Over,-700
Indiana Pacers vs. Miami Heat,Tyler Herro,points,16.5,Over,-550
Indiana Pacers vs. Miami Heat,Tyler Herro,points,17.5,Over,-420
Indiana Pacers vs. Miami Heat,Tyler Herro,points,18.5,Over,-330
Indiana Pacers vs. Miami Heat,Tyler Herro,points,19.5,Over,-275
Indiana Pacers vs. Miami Heat,Tyler Herro,points,19.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyler Herro,points,20.5,Over,-230
Indiana Pacers vs. Miami Heat,Tyler Herro,points,27.5,Under,-230
Indiana Pacers vs. Miami Heat,Tyler Herro,points,28.5,Under,-270
Indiana Pacers vs. Miami Heat,Tyler Herro,points,29.5,Under,-330
Indiana Pacers vs. Miami Heat,Tyler Herro,points,30.5,Under,-400
Indiana Pacers vs. Miami Heat,Tyler Herro,points,31.5,Under,-490
Indiana Pacers vs. Miami Heat,Tyler Herro,points,32.5,Under,-600
Indiana Pacers vs. Miami Heat,Tyler Herro,points,33.5,Under,-750
Indiana Pacers vs. Miami Heat,Tyler Herro,points,34.5,Under,-1000
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,19.5,Over,-1100
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,20.5,Over,-750
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,21.5,Over,-580
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,22.5,Over,-450
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,23.5,Over,-360
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,24.5,Over,-300
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,25.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,26.5,Over,-210
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,33.5,Under,-235
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,34.5,Under,-270
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,35.5,Under,-320
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,36.5,Under,-400
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,37.5,Under,-490
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,38.5,Under,-600
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,39.5,Under,-750
Indiana Pacers vs. Miami Heat,Tyler Herro,points_assists,40.5,Under,-1000
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,18.5,Over,-1000
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,19.5,Over,-700
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,20.5,Over,-550
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,21.5,Over,-440
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,22.5,Over,-350
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,23.5,Over,-300
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,24.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,25.5,Over,-210
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,32.5,Under,-220
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,33.5,Under,-260
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,34.5,Under,-310
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,35.5,Under,-360
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,36.5,Under,-440
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,37.5,Under,-550
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,38.5,Under,-650
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,39.5,Under,-750
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds,40.5,Under,-1100
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,24.5,Over,-750
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,25.5,Over,-580
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,26.5,Over,-470
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,27.5,Over,-390
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,28.5,Over,-320
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,29.5,Over,-270
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,30.5,Over,-230
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,38.5,Under,-225
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,39.5,Under,-270
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,40.5,Under,-320
Indiana Pacers vs. Miami Heat,Tyler Herro,points_rebounds_assists,41.5,Under,-380
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,2.5,Over,-700
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,3.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,3.5,Over,-275
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,5.5,Under,-225
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,6.5,Under,-470
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds,7.5,Under,-1100
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds_assists,6.5,Over,-850
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds_assists,7.5,Over,-440
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds_assists,8.5,Over,-270
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds_assists,11.5,Under,-215
Indiana Pacers vs. Miami Heat,Tyler Herro,rebounds_assists,12.5,Under,-330
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,1.5,Over,-900
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,2.5,Over,-340
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,2.5,Over,-310
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,4.5,Under,-210
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,5.5,Under,-440
Indiana Pacers vs. Miami Heat,Tyler Herro,threes,6.5,Under,-1100
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,5.5,Over,-1100
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,6.5,Over,-650
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,7.5,Over,-330
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,7.5,Over,-300
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,11.5,Under,-280
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,12.5,Under,-490
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,assists,13.5,Under,-900
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,10.5,Over,-1100
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,11.5,Over,-670
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,12.5,Over,-470
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,13.5,Over,-350
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,14.5,Over,-270
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,14.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,15.5,Over,-210
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,20.5,Under,-210
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,21.5,Under,-260
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,22.5,Under,-320
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,23.5,Under,-420
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points,24.5,Under,-550
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,19.5,Over,-1000
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,20.5,Over,-700
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,21.5,Over,-550
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,22.5,Over,-400
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,23.5,Over,-310
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,24.5,Over,-250
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,30.5,Under,-200
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,31.5,Under,-245
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,32.5,Under,-310
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,33.5,Under,-380
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,34.5,Under,-470
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,35.5,Under,-600
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,36.5,Under,-750
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_assists,37.5,Under,-1100
Indiana Pacers vs. Miami Heat,Tyrese Haliburton,points_rebounds,13.5,Over,-1100
